Mod:Item:MetaData, Localized Name
MineFactoryReloaded:conveyor:1, Conveyor Belt (Orange)
MineFactoryReloaded:conveyor:2, Conveyor Belt (Magenta)
MineFactoryReloaded:conveyor:3, Conveyor Belt (Light Blue)
MineFactoryReloaded:conveyor:4, Conveyor Belt (Yellow)
MineFactoryReloaded:conveyor:5, Conveyor Belt (Lime)
MineFactoryReloaded:conveyor:6, Conveyor Belt (Pink)
MineFactoryReloaded:conveyor:7, Conveyor Belt (Gray)
MineFactoryReloaded:conveyor:8, Conveyor Belt (Light Gray)
MineFactoryReloaded:conveyor:9, Conveyor Belt (Cyan)
MineFactoryReloaded:conveyor:10, Conveyor Belt (Purple)
MineFactoryReloaded:conveyor:11, Conveyor Belt (Blue)
MineFactoryReloaded:conveyor:12, Conveyor Belt (Brown)
MineFactoryReloaded:conveyor:13, Conveyor Belt (Green)
MineFactoryReloaded:conveyor:14, Conveyor Belt (Red)
MineFactoryReloaded:conveyor:15, Conveyor Belt (Black)
MineFactoryReloaded:machineblock:0, Factory Machine Block
MineFactoryReloaded:machineblock:1, Programmable RedNet Controller Housing
MineFactoryReloaded:machine.0:0, Planter
MineFactoryReloaded:machine.0:1, Fisher
MineFactoryReloaded:machine.0:2, Harvester
MineFactoryReloaded:machine.0:3, Rancher
MineFactoryReloaded:machine.0:4, Fertilizer
MineFactoryReloaded:machine.0:5, Veterinary Station
MineFactoryReloaded:machine.0:6, Item Collector
MineFactoryReloaded:machine.0:7, Block Breaker
MineFactoryReloaded:machine.0:8, Weather Collector
MineFactoryReloaded:machine.0:9, Sludge Boiler
MineFactoryReloaded:machine.0:10, Sewer
MineFactoryReloaded:machine.0:11, Composter
MineFactoryReloaded:machine.0:12, Breeder
MineFactoryReloaded:machine.0:13, Grinder
MineFactoryReloaded:machine.0:14, Auto-Enchanter
MineFactoryReloaded:machine.0:15, Chronotyper
MineFactoryReloaded:machine.1:0, Ejector
MineFactoryReloaded:machine.1:1, Item Router
MineFactoryReloaded:machine.1:2, Liquid Router
MineFactoryReloaded:machine.1:3, Deep Storage Unit
MineFactoryReloaded:machine.1:4, LiquiCrafter
MineFactoryReloaded:machine.1:5, Lava Fabricator
MineFactoryReloaded:machine.1:6, Steam Boiler
MineFactoryReloaded:machine.1:7, Auto-Jukebox
MineFactoryReloaded:machine.1:8, Unifier
MineFactoryReloaded:machine.1:9, Auto-Spawner
MineFactoryReloaded:machine.1:10, BioReactor
MineFactoryReloaded:machine.1:11, BioFuel Generator
MineFactoryReloaded:machine.1:12, Auto-Disenchanter
MineFactoryReloaded:machine.1:13, Slaughterhouse
MineFactoryReloaded:machine.1:14, Meat Packer
MineFactoryReloaded:machine.1:15, Enchantment Router
MineFactoryReloaded:machine.2:0, Laser Drill
MineFactoryReloaded:machine.2:1, Laser Drill Precharger
MineFactoryReloaded:machine.2:2, Auto-Anvil
MineFactoryReloaded:machine.2:3, Block Smasher
MineFactoryReloaded:machine.2:4, RedNote Block
MineFactoryReloaded:machine.2:5, Auto-Brewer
MineFactoryReloaded:machine.2:6, Fruit Picker
MineFactoryReloaded:machine.2:7, Block Placer
MineFactoryReloaded:machine.2:8, Mob Counter
MineFactoryReloaded:machine.2:9, Steam Turbine
MineFactoryReloaded:machine.2:10, Chunk Loader
MineFactoryReloaded:machine.2:11, Fountain
MineFactoryReloaded:machine.2:12, Mob Router
MineFactoryReloaded:tank, Plastic Tank
MineFactoryReloaded:cable.plastic, Plastic Pipe
MineFactoryReloaded:cable.redstone:0, RedNet Cable
MineFactoryReloaded:cable.redstone:1, RedNet Cable
MineFactoryReloaded:cable.redstone:2, RedNet Energy Cable
MineFactoryReloaded:cable.redstone:3, RedNet Energy Cable
MineFactoryReloaded:rednet.logic, Programmable RedNet Controller
MineFactoryReloaded:rednet.panel:0, RedNet Historian
MineFactoryReloaded:rail.cargo.pickup, Cargo Pickup Rail
MineFactoryReloaded:rail.cargo.dropoff, Cargo Dropoff Rail
MineFactoryReloaded:rail.passenger.pickup, Passenger Pickup Rail
MineFactoryReloaded:rail.passenger.dropoff, Passenger Dropoff Rail
MineFactoryReloaded:rubberwood.sapling:0, Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:1, Sacred Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:2, Mega Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:3, Sacred Rubber Sapling
MineFactoryReloaded:rubberwood.log, Rubber Wood
MineFactoryReloaded:rubberwood.leaves:0, Rubber Leaves
MineFactoryReloaded:rubberwood.leaves:1, Dry Rubber Leaves
MineFactoryReloaded:stainedglass.block:0, Stained Glass (White)
MineFactoryReloaded:stainedglass.block:1, Stained Glass (Orange)
MineFactoryReloaded:stainedglass.block:2, Stained Glass (Magenta)
MineFactoryReloaded:stainedglass.block:3, Stained Glass (Light Blue)
MineFactoryReloaded:stainedglass.block:4, Stained Glass (Yellow)
MineFactoryReloaded:stainedglass.block:5, Stained Glass (Lime)
MineFactoryReloaded:stainedglass.block:6, Stained Glass (Pink)
MineFactoryReloaded:stainedglass.block:7, Stained Glass (Gray)
MineFactoryReloaded:stainedglass.block:8, Stained Glass (Light Gray)
MineFactoryReloaded:stainedglass.block:9, Stained Glass (Cyan)
MineFactoryReloaded:stainedglass.block:10, Stained Glass (Purple)
MineFactoryReloaded:stainedglass.block:11, Stained Glass (Blue)
MineFactoryReloaded:stainedglass.block:12, Stained Glass (Brown)
MineFactoryReloaded:stainedglass.block:13, Stained Glass (Green)
MineFactoryReloaded:stainedglass.block:14, Stained Glass (Red)
MineFactoryReloaded:stainedglass.block:15, Stained Glass (Black)
MineFactoryReloaded:stainedglass.pane:0, Stained Glass Pane (White)
MineFactoryReloaded:stainedglass.pane:1, Stained Glass Pane (Orange)
MineFactoryReloaded:stainedglass.pane:2, Stained Glass Pane (Magenta)
MineFactoryReloaded:stainedglass.pane:3, Stained Glass Pane (Light Blue)
MineFactoryReloaded:stainedglass.pane:4, Stained Glass Pane (Yellow)
MineFactoryReloaded:stainedglass.pane:5, Stained Glass Pane (Lime)
MineFactoryReloaded:stainedglass.pane:6, Stained Glass Pane (Pink)
MineFactoryReloaded:stainedglass.pane:7, Stained Glass Pane (Gray)
MineFactoryReloaded:stainedglass.pane:8, Stained Glass Pane (Light Gray)
MineFactoryReloaded:stainedglass.pane:9, Stained Glass Pane (Cyan)
MineFactoryReloaded:stainedglass.pane:10, Stained Glass Pane (Purple)
MineFactoryReloaded:stainedglass.pane:11, Stained Glass Pane (Blue)
MineFactoryReloaded:stainedglass.pane:12, Stained Glass Pane (Brown)
MineFactoryReloaded:stainedglass.pane:13, Stained Glass Pane (Green)
MineFactoryReloaded:stainedglass.pane:14, Stained Glass Pane (Red)
MineFactoryReloaded:stainedglass.pane:15, Stained Glass Pane (Black)
MineFactoryReloaded:road:0, Road
MineFactoryReloaded:road:1, Road Light
MineFactoryReloaded:road:4, Road Light (Inverted)
MineFactoryReloaded:plastic:0, Block of Plastic
MineFactoryReloaded:plastic:1, Plastic Paver
MineFactoryReloaded:plastic:2, Plastic Column
MineFactoryReloaded:plastic:3, Large Plastic Bricks
MineFactoryReloaded:plastic:4, Chiseled Plastic Bricks
MineFactoryReloaded:plastic:5, Plastic Road
MineFactoryReloaded:plastic:6, Plastic Bricks
MineFactoryReloaded:brick:0, Ice Bricks
MineFactoryReloaded:brick:1, Glowstone Bricks
MineFactoryReloaded:brick:2, Lapis Bricks
MineFactoryReloaded:brick:3, Obsidian Bricks
MineFactoryReloaded:brick:4, Paved Stone Bricks
MineFactoryReloaded:brick:5, Snow Bricks
MineFactoryReloaded:brick:6, Large Ice Bricks
MineFactoryReloaded:brick:7, Large Glowstone Bricks
MineFactoryReloaded:brick:8, Large Lapis Bricks
MineFactoryReloaded:brick:9, Large Obsidian Bricks
MineFactoryReloaded:brick:10, Large Paved Stone Bricks
MineFactoryReloaded:brick:11, Large Snow Bricks
MineFactoryReloaded:brick:12, Raw Meat Block
MineFactoryReloaded:brick:13, Cooked Meat Block
MineFactoryReloaded:brick:14, Large Bricks
MineFactoryReloaded:brick:15, Sugar Charcoal Block
MineFactoryReloaded:stone:0, Smooth Blackstone
MineFactoryReloaded:stone:1, Smooth Whitestone
MineFactoryReloaded:stone:2, Cobble Blackstone
MineFactoryReloaded:stone:3, Cobble Whitestone
MineFactoryReloaded:stone:4, Large Blackstone Bricks
MineFactoryReloaded:stone:5, Large Whitestone Bricks
MineFactoryReloaded:stone:6, Small Blackstone Bricks
MineFactoryReloaded:stone:7, Small Whitestone Bricks
MineFactoryReloaded:stone:8, Blackstone Gravel
MineFactoryReloaded:stone:9, Whitestone Gravel
MineFactoryReloaded:stone:10, Paved Blackstone
MineFactoryReloaded:stone:11, Paved Whitestone
MineFactoryReloaded:pinkslime.block, Pink Slime Block
MineFactoryReloaded:vinescaffold, Vine Scaffolding
MineFactoryReloaded:farmland, Fertile Soil
MineFactoryReloaded:detcord, DetCord
MineFactoryReloaded:milk.still, Milk
MineFactoryReloaded:sludge.still, Sludge
MineFactoryReloaded:sewage.still, Sewage
MineFactoryReloaded:mobessence.still, Essence
MineFactoryReloaded:biofuel.still, BioFuel
MineFactoryReloaded:meat.still, Meat
MineFactoryReloaded:pinkslime.still, Pink Slime
MineFactoryReloaded:chocolatemilk.still, Chocolate Milk
MineFactoryReloaded:mushroomsoup.still, Mushroom Soup
MineFactoryReloaded:steam.still, Steam
EnderIO:blockStirlingGenerator, Stirling Generator
EnderIO:blockCombustionGenerator, Combustion Generator
EnderIO:blockZombieGenerator, Zombie Generator
EnderIO:blockSolarPanel:0, Photovoltaic Cell
EnderIO:blockSolarPanel:1, Advanced Photovoltaic Cell
EnderIO:blockSagMill, SAG Mill
EnderIO:blockAlloySmelter, Alloy Smelter
EnderIO:blockCapBank:0, Creative Capacitor Bank
EnderIO:blockCapBank:1, Basic Capacitor Bank
EnderIO:blockCapBank:1, Basic Capacitor Bank
EnderIO:blockCapBank:2, Capacitor Bank
EnderIO:blockCapBank:2, Capacitor Bank
EnderIO:blockCapBank:3, Vibrant Capacitor Bank
EnderIO:blockCapBank:3, Vibrant Capacitor Bank
EnderIO:blockPainter, Painting Machine
EnderIO:blockPaintedFence:0, Painted Fence
EnderIO:blockPaintedFenceGate:0, Painted Gate
EnderIO:blockPaintedWall:0, Painted Wall
EnderIO:blockPaintedStair:0, Painted Stairs
EnderIO:blockPaintedSlab:0, Painted Slab
EnderIO:blockPaintedDoubleSlab:0, Painted Slab
EnderIO:blockCrafter, Crafter
EnderIO:blockPaintedGlowstone:0, Painted Glowstone
EnderIO:blockPaintedCarpet:0, Painted Carpet
EnderIO:blockVat, The Vat
EnderIO:blockPowerMonitor, Power Monitor
EnderIO:blockFarmStation, Farming Station
EnderIO:blockWirelessCharger, Wireless Charger
EnderIO:blockHyperCube, Dimensional Transceiver (Deprecated)
EnderIO:blockTank:0, Fluid Tank
EnderIO:blockTank:1, Pressurized Fluid Tank
EnderIO:blockReservoir, Reservoir
EnderIO:blockVacuumChest, Vacuum Chest
EnderIO:blockTransceiver, Dimensional Transceiver
EnderIO:blockBuffer:0, Item Buffer
EnderIO:blockBuffer:1, Power Buffer
EnderIO:blockBuffer:2, Omni Buffer
EnderIO:blockBuffer:3, Creative Buffer
EnderIO:blockInventoryPanel, Inventory Panel
EnderIO:blockEnderIo, Ender IO
EnderIO:blockTravelAnchor, Travel Anchor
EnderIO:blockTelePad, Telepad Block
EnderIO:blockSliceAndSplice, Slice'N'Splice
EnderIO:blockSoulBinder, Soul Binder
EnderIO:blockPoweredSpawner, Powered Spawner
EnderIO:blockKillerJoe, Killer Joe
EnderIO:blockAttractor, Attractor Obelisk
EnderIO:blockSpawnGuard, Aversion Obelisk
EnderIO:blockExperienceObelisk, Experience Obelisk
EnderIO:blockWeatherObelisk, Weather Obelisk
EnderIO:blockInhibitorObelisk, tile.blockInhibitorObelisk.name
EnderIO:blockEnchanter, Enchanter
EnderIO:blockDarkSteelPressurePlate:0, Dark Pressure Plate
EnderIO:blockDarkSteelPressurePlate:1, Dark Pressure Plate
EnderIO:blockDarkSteelAnvil:0, Dark Steel Anvil
EnderIO:blockDarkSteelAnvil:1, Slightly Damaged Dark Steel Anvil
EnderIO:blockDarkSteelAnvil:2, Very Damaged Dark Steel Anvil
EnderIO:blockDarkSteelLadder, Dark Steel Ladder
EnderIO:blockElectricLight:0, Powered Light
EnderIO:blockElectricLight:1, Powered Light (Inverted)
EnderIO:blockElectricLight:2, Light
EnderIO:blockElectricLight:3, Light (Inverted)
EnderIO:blockElectricLight:4, Wireless Powered Light
EnderIO:blockElectricLight:5, Wireless Powered Light (Inverted)
EnderIO:blockLightNode, tile.blockLightNode.name
EnderIO:blockReinforcedObsidian, Reinforced Obsidian
EnderIO:blockFusedQuartz:0, Fused Quartz
EnderIO:blockFusedQuartz:1, Quite Clear Glass
EnderIO:blockFusedQuartz:2, Enlightened Fused Quartz
EnderIO:blockFusedQuartz:3, Enlightened Clear Glass
EnderIO:blockFusedQuartz:4, Dark Fused Quartz
EnderIO:blockFusedQuartz:5, Dark Clear Glass
EnderIO:blockEnderRail, Ender Rail
EnderIO:blockConduitBundle, Conduit Connector
EnderIO:blockConduitFacade, tile.blockConduitFacade.name
EnderIO:blockEndermanSkull:0, Enderman Head
EnderIO:blockEndermanSkull:2, Tormented Enderman Head
EnderIO:blockNutrient_distillation, Nutrient Distillation
EnderIO:blockHootch, Hootch
EnderIO:blockRocket_fuel, Rocket Fuel
EnderIO:blockFire_water, Fire Water
EnderIO:blockLiquid_sunshine, Liquid Sunshine
EnderIO:blockCloud_seed, Cloud Seed
EnderIO:blockCloud_seed_concentrated, Concentrated Cloud Seed
EnderIO:blockIngotStorage:0, Electrical Steel Block
EnderIO:blockIngotStorage:1, Energetic Alloy Block
EnderIO:blockIngotStorage:2, Vibrant Alloy Block
EnderIO:blockIngotStorage:3, Redstone Alloy Block
EnderIO:blockIngotStorage:4, Conductive Iron Block
EnderIO:blockIngotStorage:5, Pulsating Iron Block
EnderIO:blockIngotStorage:6, Dark Steel Block
EnderIO:blockIngotStorage:7, Soularium Block
EnderIO:blockDarkIronBars, Dark Iron Bars
exnihilo:barrel:0, Oak Barrel
exnihilo:barrel:1, Spruce Barrel
exnihilo:barrel:2, Birch Barrel
exnihilo:barrel:3, Jungle Barrel
exnihilo:barrel:4, Acacia Barrel
exnihilo:barrel:5, Dark Oak Barrel
exnihilo:barrel_stone, tile.exnihilo.barrel_stone.name
exnihilo:crucible, tile.exnihilo.crucible.name
exnihilo:crucible_unfired, tile.exnihilo.crucible_unfired.name
exnihilo:dust, Dust
exnihilo:infested_leaves:0, Infested Leaves
exnihilo:sifting_table:0, Oak Sieve
exnihilo:sifting_table:1, Spruce Sieve
exnihilo:sifting_table:2, Birch Sieve
exnihilo:sifting_table:3, Jungle Sieve
exnihilo:sifting_table:4, Acacia Sieve
exnihilo:sifting_table:5, Dark Oak Sieve
exnihilo:bee_trap, Artificial Hive
exnihilo:bee_trap_treated, Scented Artificial Hive
exnihilo:exnihilo.gravel_nether, Crushed Netherrack
exnihilo:exnihilo.gravel_ender, Crushed End Stone
exnihilo:witchwater, Witch Water
RedstoneArsenal:Storage:0, Fluxed Electrum Block
RedstoneArsenal:Storage:1, Flux Crystal Block
ExtraUtilities:chestMini, Mini-Chest
ExtraUtilities:chestFull, Slightly Larger Chest
ExtraUtilities:enderCollector, Ender Collector
ExtraUtilities:endConstructor:0, QED (Quantum Enrichment Device)
ExtraUtilities:endConstructor:2, Ender-Flux Crystal
ExtraUtilities:endMarker, Ender-Marker
ExtraUtilities:curtains, Blackout Curtains
ExtraUtilities:angelBlock, Angel Block
ExtraUtilities:budoff:0, Block Update Detector
ExtraUtilities:budoff:3, Block Update Detector (Advanced)
ExtraUtilities:chandelier, Chandelier
ExtraUtilities:decorativeBlock1:0, Edged Stone Bricks
ExtraUtilities:decorativeBlock1:1, Ender-infused Obsidian
ExtraUtilities:decorativeBlock1:2, Burnt Quartz
ExtraUtilities:decorativeBlock1:3, Frosted Stone
ExtraUtilities:decorativeBlock1:4, Border Stone
ExtraUtilities:decorativeBlock1:5, Unstable Ingot Block
ExtraUtilities:decorativeBlock1:6, Gravel Bricks
ExtraUtilities:decorativeBlock1:7, Border Stone (Alternate)
ExtraUtilities:decorativeBlock1:8, Magical Wood
ExtraUtilities:decorativeBlock1:9, Sandy Glass
ExtraUtilities:decorativeBlock1:10, Gravel Road
ExtraUtilities:decorativeBlock1:11, Ender Core
ExtraUtilities:decorativeBlock1:12, Diamond-Etched Computational Matrix
ExtraUtilities:decorativeBlock1:13, Ender-Sand Alloy
ExtraUtilities:decorativeBlock1:14, Carved 'Eminence' Stone
ExtraUtilities:decorativeBlock2:0, Thickened Glass
ExtraUtilities:decorativeBlock2:1, Edged Glass
ExtraUtilities:decorativeBlock2:2, Glass Bricks
ExtraUtilities:decorativeBlock2:3, Carved Glass
ExtraUtilities:decorativeBlock2:4, Golden Edged Glass
ExtraUtilities:decorativeBlock2:5, Obsidian Glass
ExtraUtilities:decorativeBlock2:6, Swirling Glass
ExtraUtilities:decorativeBlock2:7, Glowstone Glass
ExtraUtilities:decorativeBlock2:8, Heart Glass
ExtraUtilities:decorativeBlock2:9, Square Glass
ExtraUtilities:decorativeBlock2:10, Dark Glass
ExtraUtilities:decorativeBlock2:11, Reinforced Dark Glass
ExtraUtilities:pureLove, tile.extrautils:pureLove.name
ExtraUtilities:block_bedrockium, Block of Bedrockium
ExtraUtilities:datablock, tile.extrautils:datablock.name
ExtraUtilities:colorStoneBrick:0, Colored Stone Bricks (White Frequency)
ExtraUtilities:colorStoneBrick:1, Colored Stone Bricks (Orange Frequency)
ExtraUtilities:colorStoneBrick:2, Colored Stone Bricks (Magenta Frequency)
ExtraUtilities:colorStoneBrick:3, Colored Stone Bricks (Light Blue Frequency)
ExtraUtilities:colorStoneBrick:4, Colored Stone Bricks (Yellow Frequency)
ExtraUtilities:colorStoneBrick:5, Colored Stone Bricks (Lime Frequency)
ExtraUtilities:colorStoneBrick:6, Colored Stone Bricks (Pink Frequency)
ExtraUtilities:colorStoneBrick:7, Colored Stone Bricks (Gray Frequency)
ExtraUtilities:colorStoneBrick:8, Colored Stone Bricks (Light Gray Frequency)
ExtraUtilities:colorStoneBrick:9, Colored Stone Bricks (Cyan Frequency)
ExtraUtilities:colorStoneBrick:10, Colored Stone Bricks (Purple Frequency)
ExtraUtilities:colorStoneBrick:11, Colored Stone Bricks (Blue Frequency)
ExtraUtilities:colorStoneBrick:12, Colored Stone Bricks (Brown Frequency)
ExtraUtilities:colorStoneBrick:13, Colored Stone Bricks (Green Frequency)
ExtraUtilities:colorStoneBrick:14, Colored Stone Bricks (Red Frequency)
ExtraUtilities:colorStoneBrick:15, Colored Stone Bricks (Black Frequency)
ExtraUtilities:colorWoodPlanks:0, Colored Oak Wood Planks (White Frequency)
ExtraUtilities:colorWoodPlanks:1, Colored Oak Wood Planks (Orange Frequency)
ExtraUtilities:colorWoodPlanks:2, Colored Oak Wood Planks (Magenta Frequency)
ExtraUtilities:colorWoodPlanks:3, Colored Oak Wood Planks (Light Blue Frequency)
ExtraUtilities:colorWoodPlanks:4, Colored Oak Wood Planks (Yellow Frequency)
ExtraUtilities:colorWoodPlanks:5, Colored Oak Wood Planks (Lime Frequency)
ExtraUtilities:colorWoodPlanks:6, Colored Oak Wood Planks (Pink Frequency)
ExtraUtilities:colorWoodPlanks:7, Colored Oak Wood Planks (Gray Frequency)
ExtraUtilities:colorWoodPlanks:8, Colored Oak Wood Planks (Light Gray Frequency)
ExtraUtilities:colorWoodPlanks:9, Colored Oak Wood Planks (Cyan Frequency)
ExtraUtilities:colorWoodPlanks:10, Colored Oak Wood Planks (Purple Frequency)
ExtraUtilities:colorWoodPlanks:11, Colored Oak Wood Planks (Blue Frequency)
ExtraUtilities:colorWoodPlanks:12, Colored Oak Wood Planks (Brown Frequency)
ExtraUtilities:colorWoodPlanks:13, Colored Oak Wood Planks (Green Frequency)
ExtraUtilities:colorWoodPlanks:14, Colored Oak Wood Planks (Red Frequency)
ExtraUtilities:colorWoodPlanks:15, Colored Oak Wood Planks (Black Frequency)
ExtraUtilities:color_lightgem:0, Colored Glowstone (White Frequency)
ExtraUtilities:color_lightgem:1, Colored Glowstone (Orange Frequency)
ExtraUtilities:color_lightgem:2, Colored Glowstone (Magenta Frequency)
ExtraUtilities:color_lightgem:3, Colored Glowstone (Light Blue Frequency)
ExtraUtilities:color_lightgem:4, Colored Glowstone (Yellow Frequency)
ExtraUtilities:color_lightgem:5, Colored Glowstone (Lime Frequency)
ExtraUtilities:color_lightgem:6, Colored Glowstone (Pink Frequency)
ExtraUtilities:color_lightgem:7, Colored Glowstone (Gray Frequency)
ExtraUtilities:color_lightgem:8, Colored Glowstone (Light Gray Frequency)
ExtraUtilities:color_lightgem:9, Colored Glowstone (Cyan Frequency)
ExtraUtilities:color_lightgem:10, Colored Glowstone (Purple Frequency)
ExtraUtilities:color_lightgem:11, Colored Glowstone (Blue Frequency)
ExtraUtilities:color_lightgem:12, Colored Glowstone (Brown Frequency)
ExtraUtilities:color_lightgem:13, Colored Glowstone (Green Frequency)
ExtraUtilities:color_lightgem:14, Colored Glowstone (Red Frequency)
ExtraUtilities:color_lightgem:15, Colored Glowstone (Black Frequency)
ExtraUtilities:color_stone:0, Colored Stone (White Frequency)
ExtraUtilities:color_stone:1, Colored Stone (Orange Frequency)
ExtraUtilities:color_stone:2, Colored Stone (Magenta Frequency)
ExtraUtilities:color_stone:3, Colored Stone (Light Blue Frequency)
ExtraUtilities:color_stone:4, Colored Stone (Yellow Frequency)
ExtraUtilities:color_stone:5, Colored Stone (Lime Frequency)
ExtraUtilities:color_stone:6, Colored Stone (Pink Frequency)
ExtraUtilities:color_stone:7, Colored Stone (Gray Frequency)
ExtraUtilities:color_stone:8, Colored Stone (Light Gray Frequency)
ExtraUtilities:color_stone:9, Colored Stone (Cyan Frequency)
ExtraUtilities:color_stone:10, Colored Stone (Purple Frequency)
ExtraUtilities:color_stone:11, Colored Stone (Blue Frequency)
ExtraUtilities:color_stone:12, Colored Stone (Brown Frequency)
ExtraUtilities:color_stone:13, Colored Stone (Green Frequency)
ExtraUtilities:color_stone:14, Colored Stone (Red Frequency)
ExtraUtilities:color_stone:15, Colored Stone (Black Frequency)
ExtraUtilities:color_quartzBlock:0, Colored Block of Quartz (White Frequency)
ExtraUtilities:color_quartzBlock:1, Colored Block of Quartz (Orange Frequency)
ExtraUtilities:color_quartzBlock:2, Colored Block of Quartz (Magenta Frequency)
ExtraUtilities:color_quartzBlock:3, Colored Block of Quartz (Light Blue Frequency)
ExtraUtilities:color_quartzBlock:4, Colored Block of Quartz (Yellow Frequency)
ExtraUtilities:color_quartzBlock:5, Colored Block of Quartz (Lime Frequency)
ExtraUtilities:color_quartzBlock:6, Colored Block of Quartz (Pink Frequency)
ExtraUtilities:color_quartzBlock:7, Colored Block of Quartz (Gray Frequency)
ExtraUtilities:color_quartzBlock:8, Colored Block of Quartz (Light Gray Frequency)
ExtraUtilities:color_quartzBlock:9, Colored Block of Quartz (Cyan Frequency)
ExtraUtilities:color_quartzBlock:10, Colored Block of Quartz (Purple Frequency)
ExtraUtilities:color_quartzBlock:11, Colored Block of Quartz (Blue Frequency)
ExtraUtilities:color_quartzBlock:12, Colored Block of Quartz (Brown Frequency)
ExtraUtilities:color_quartzBlock:13, Colored Block of Quartz (Green Frequency)
ExtraUtilities:color_quartzBlock:14, Colored Block of Quartz (Red Frequency)
ExtraUtilities:color_quartzBlock:15, Colored Block of Quartz (Black Frequency)
ExtraUtilities:color_hellsand:0, Colored Soul Sand (White Frequency)
ExtraUtilities:color_hellsand:1, Colored Soul Sand (Orange Frequency)
ExtraUtilities:color_hellsand:2, Colored Soul Sand (Magenta Frequency)
ExtraUtilities:color_hellsand:3, Colored Soul Sand (Light Blue Frequency)
ExtraUtilities:color_hellsand:4, Colored Soul Sand (Yellow Frequency)
ExtraUtilities:color_hellsand:5, Colored Soul Sand (Lime Frequency)
ExtraUtilities:color_hellsand:6, Colored Soul Sand (Pink Frequency)
ExtraUtilities:color_hellsand:7, Colored Soul Sand (Gray Frequency)
ExtraUtilities:color_hellsand:8, Colored Soul Sand (Light Gray Frequency)
ExtraUtilities:color_hellsand:9, Colored Soul Sand (Cyan Frequency)
ExtraUtilities:color_hellsand:10, Colored Soul Sand (Purple Frequency)
ExtraUtilities:color_hellsand:11, Colored Soul Sand (Blue Frequency)
ExtraUtilities:color_hellsand:12, Colored Soul Sand (Brown Frequency)
ExtraUtilities:color_hellsand:13, Colored Soul Sand (Green Frequency)
ExtraUtilities:color_hellsand:14, Colored Soul Sand (Red Frequency)
ExtraUtilities:color_hellsand:15, Colored Soul Sand (Black Frequency)
ExtraUtilities:color_redstoneLight:0, Colored Redstone Lamp (White Frequency)
ExtraUtilities:color_redstoneLight:1, Colored Redstone Lamp (Orange Frequency)
ExtraUtilities:color_redstoneLight:2, Colored Redstone Lamp (Magenta Frequency)
ExtraUtilities:color_redstoneLight:3, Colored Redstone Lamp (Light Blue Frequency)
ExtraUtilities:color_redstoneLight:4, Colored Redstone Lamp (Yellow Frequency)
ExtraUtilities:color_redstoneLight:5, Colored Redstone Lamp (Lime Frequency)
ExtraUtilities:color_redstoneLight:6, Colored Redstone Lamp (Pink Frequency)
ExtraUtilities:color_redstoneLight:7, Colored Redstone Lamp (Gray Frequency)
ExtraUtilities:color_redstoneLight:8, Colored Redstone Lamp (Light Gray Frequency)
ExtraUtilities:color_redstoneLight:9, Colored Redstone Lamp (Cyan Frequency)
ExtraUtilities:color_redstoneLight:10, Colored Redstone Lamp (Purple Frequency)
ExtraUtilities:color_redstoneLight:11, Colored Redstone Lamp (Blue Frequency)
ExtraUtilities:color_redstoneLight:12, Colored Redstone Lamp (Brown Frequency)
ExtraUtilities:color_redstoneLight:13, Colored Redstone Lamp (Green Frequency)
ExtraUtilities:color_redstoneLight:14, Colored Redstone Lamp (Red Frequency)
ExtraUtilities:color_redstoneLight:15, Colored Redstone Lamp (Black Frequency)
ExtraUtilities:color_brick:0, Colored Bricks (White Frequency)
ExtraUtilities:color_brick:1, Colored Bricks (Orange Frequency)
ExtraUtilities:color_brick:2, Colored Bricks (Magenta Frequency)
ExtraUtilities:color_brick:3, Colored Bricks (Light Blue Frequency)
ExtraUtilities:color_brick:4, Colored Bricks (Yellow Frequency)
ExtraUtilities:color_brick:5, Colored Bricks (Lime Frequency)
ExtraUtilities:color_brick:6, Colored Bricks (Pink Frequency)
ExtraUtilities:color_brick:7, Colored Bricks (Gray Frequency)
ExtraUtilities:color_brick:8, Colored Bricks (Light Gray Frequency)
ExtraUtilities:color_brick:9, Colored Bricks (Cyan Frequency)
ExtraUtilities:color_brick:10, Colored Bricks (Purple Frequency)
ExtraUtilities:color_brick:11, Colored Bricks (Blue Frequency)
ExtraUtilities:color_brick:12, Colored Bricks (Brown Frequency)
ExtraUtilities:color_brick:13, Colored Bricks (Green Frequency)
ExtraUtilities:color_brick:14, Colored Bricks (Red Frequency)
ExtraUtilities:color_brick:15, Colored Bricks (Black Frequency)
ExtraUtilities:color_stonebrick:0, Colored Cobblestone (White Frequency)
ExtraUtilities:color_stonebrick:1, Colored Cobblestone (Orange Frequency)
ExtraUtilities:color_stonebrick:2, Colored Cobblestone (Magenta Frequency)
ExtraUtilities:color_stonebrick:3, Colored Cobblestone (Light Blue Frequency)
ExtraUtilities:color_stonebrick:4, Colored Cobblestone (Yellow Frequency)
ExtraUtilities:color_stonebrick:5, Colored Cobblestone (Lime Frequency)
ExtraUtilities:color_stonebrick:6, Colored Cobblestone (Pink Frequency)
ExtraUtilities:color_stonebrick:7, Colored Cobblestone (Gray Frequency)
